task,image_path,style_split,ground_truth,correct_style_correct_score,correct_style_max_wrong_score,correct_style_margin,near_miss_correct_score,near_miss_max_wrong_score,near_miss_margin,wrong_style_correct_score,wrong_style_max_wrong_score,wrong_style_margin
pattern,/content/deepfashion_data/img_highres/Quilted_Chevron_Sweatpants/img_00000020.jpg,catalog_like,solid,0.22753527760505676,0.2168055921792984,0.010729685425758362,0.22503066062927246,0.2357500046491623,-0.010719344019889832,0.22483685612678528,0.23271656036376953,-0.007879704236984253
pattern,/content/deepfashion_data/img_highres/Faux_Shearling_Aviator_Jacket/img_00000045.jpg,less_curated,solid,0.23933754861354828,0.2482295036315918,-0.008891955018043518,0.25308161973953247,0.26893094182014465,-0.015849322080612183,0.22518324851989746,0.2632749080657959,-0.03809165954589844
pattern,/content/deepfashion_data/img_highres/Marled_Zip-Up_Hoodie/img_00000004.jpg,less_curated,solid,0.24330082535743713,0.24207745492458344,0.0012233704328536987,0.25089600682258606,0.2594835162162781,-0.008587509393692017,0.23843953013420105,0.24443548917770386,-0.005995959043502808
pattern,/content/deepfashion_data/img_highres/Buttoned_Cami_Crop_Top/img_00000031.jpg,less_curated,solid,0.2317303717136383,0.24628666043281555,-0.014556288719177246,0.23753440380096436,0.2509770393371582,-0.013442635536193848,0.26393452286720276,0.28657084703445435,-0.022636324167251587
pattern,/content/deepfashion_data/img_highres/Classic_Crew_Neck_Tee/img_00000040.jpg,less_curated,solid,0.2694220542907715,0.2724427580833435,-0.0030207037925720215,0.26946523785591125,0.27468886971473694,-0.005223631858825684,0.2673206031322479,0.2584606111049652,0.008859992027282715
pattern,/content/deepfashion_data/img_highres/Control_Sector_Striped_Cotton-Blend_Shorts/img_00000014.jpg,catalog_like,solid,0.25391650199890137,0.23893263936042786,0.01498386263847351,0.24612662196159363,0.25136637687683105,-0.005239754915237427,0.22423109412193298,0.2397666573524475,-0.015535563230514526
pattern,/content/deepfashion_data/img_highres/Striped_A-Line_Skirt/img_00000060.jpg,less_curated,striped,0.2758163511753082,0.2528911530971527,0.022925198078155518,0.2788725197315216,0.270987868309021,0.00788465142250061,0.2225727140903473,0.2601776123046875,-0.03760489821434021
pattern,/content/deepfashion_data/img_highres/Diamond_Cutout_Sheath_Dress/img_00000063.jpg,catalog_like,solid,0.235969677567482,0.23652134835720062,-0.0005516707897186279,0.24520915746688843,0.25865960121154785,-0.013450443744659424,0.2047239989042282,0.24158349633216858,-0.03685949742794037
pattern,/content/deepfashion_data/img_highres/Embroidered_Cutout_Smock_Dress/img_00000051.jpg,catalog_like,solid,0.22956466674804688,0.22544685006141663,0.004117816686630249,0.244446262717247,0.24438370764255524,6.255507469177246e-05,0.20482556521892548,0.2641167640686035,-0.05929119884967804
pattern,/content/deepfashion_data/img_highres/Longline_Boyfriend_Blazer/img_00000128.jpg,less_curated,solid,0.2468063086271286,0.23921331763267517,0.00759299099445343,0.25338760018348694,0.2618764042854309,-0.00848880410194397,0.24990040063858032,0.2778472602367401,-0.02794685959815979
pattern,/content/deepfashion_data/img_highres/Must-Have_Sheer_Tee/img_00000023.jpg,less_curated,graphic,0.20493771135807037,0.24320748448371887,-0.0382697731256485,0.2513885796070099,0.24551691114902496,0.005871668457984924,0.2783564031124115,0.2682608366012573,0.010095566511154175
pattern,/content/deepfashion_data/img_highres/Belted_Skater_Dress/img_00000007.jpg,catalog_like,solid,0.23691003024578094,0.2256540060043335,0.011256024241447449,0.24477572739124298,0.24953249096870422,-0.004756763577461243,0.19709256291389465,0.2402002066373825,-0.043107643723487854
pattern,/content/deepfashion_data/img_highres/V-Neck_Tee/img_00000080.jpg,less_curated,solid,0.24620658159255981,0.23748834431171417,0.008718237280845642,0.24522408843040466,0.2650180757045746,-0.019793987274169922,0.27073657512664795,0.26037225127220154,0.010364323854446411
pattern,/content/deepfashion_data/img_highres/Diamond_Print_Chiffon_Cardigan/img_00000049.jpg,less_curated,graphic,0.26904767751693726,0.26766306161880493,0.0013846158981323242,0.2946659326553345,0.2943061590194702,0.0003597736358642578,0.28693220019340515,0.2686207592487335,0.01831144094467163
pattern,/content/deepfashion_data/img_highres/Deep-V_Draped_Blouse/img_00000037.jpg,less_curated,solid,0.25338488817214966,0.25405725836753845,-0.0006723701953887939,0.25928476452827454,0.2810990810394287,-0.021814316511154175,0.2856007218360901,0.26548218727111816,0.020118534564971924
pattern,/content/deepfashion_data/img_highres/Denim_Utility_Jacket/img_00000003.jpg,less_curated,solid,0.23296421766281128,0.23134544491767883,0.0016187727451324463,0.24261659383773804,0.251139760017395,-0.008523166179656982,0.23379559814929962,0.28580543398857117,-0.052009835839271545
pattern,/content/deepfashion_data/img_highres/High-Waisted_Skinny_Jeans/img_00000010.jpg,less_curated,solid,0.24670307338237762,0.23777174949645996,0.008931323885917664,0.24972687661647797,0.25633031129837036,-0.006603434681892395,0.2358645498752594,0.27601388096809387,-0.04014933109283447
pattern,/content/deepfashion_data/img_highres/Strapless_Woven_Romper/img_00000008.jpg,less_curated,floral,0.2897707521915436,0.23769930005073547,0.052071452140808105,0.2755810022354126,0.2594219744205475,0.016159027814865112,0.19092229008674622,0.26703765988349915,-0.07611536979675293
pattern,/content/deepfashion_data/img_highres/Out_to_Sea_Maxi_Dress/img_00000027.jpg,catalog_like,floral,0.25054943561553955,0.24319472908973694,0.007354706525802612,0.25279590487480164,0.2714664936065674,-0.018670588731765747,0.23604872822761536,0.24861200153827667,-0.012563273310661316
pattern,/content/deepfashion_data/img_highres/Abstract_Print_Split-Back_Top/img_00000006.jpg,catalog_like,solid,0.25618019700050354,0.2759421169757843,-0.01976191997528076,0.2828774154186249,0.30534347891807556,-0.022466063499450684,0.2513889968395233,0.2900625467300415,-0.03867354989051819
pattern,/content/deepfashion_data/img_highres/Faded_Denim_Jacket/img_00000034.jpg,less_curated,solid,0.23086461424827576,0.22536250948905945,0.005502104759216309,0.2393922507762909,0.24004000425338745,-0.0006477534770965576,0.21221888065338135,0.2722063362598419,-0.05998745560646057
pattern,/content/deepfashion_data/img_highres/Classic_Pullover_Hoodie/img_00000049.jpg,less_curated,solid,0.2438650280237198,0.24386470019817352,3.2782554626464844e-07,0.2525741755962372,0.26801279187202454,-0.015438616275787354,0.28502291440963745,0.22970983386039734,0.05531308054924011
pattern,/content/deepfashion_data/img_highres/Marled_Colorblock_Capri_Leggings/img_00000025.jpg,catalog_like,solid,0.2449001669883728,0.23500698804855347,0.009893178939819336,0.23414328694343567,0.24503257870674133,-0.010889291763305664,0.242544487118721,0.24269787967205048,-0.00015339255332946777
pattern,/content/deepfashion_data/img_highres/Textured_Stripe_Cowl_Neck_Sweater/img_00000024.jpg,less_curated,solid,0.2417633980512619,0.23034633696079254,0.01141706109046936,0.244014173746109,0.24061118066310883,0.003402993083000183,0.2965278625488281,0.2574591636657715,0.03906869888305664
pattern,/content/deepfashion_data/img_highres/Turtleneck_Bodycon_Dress/img_00000022.jpg,less_curated,solid,0.2383352369070053,0.22382797300815582,0.014507263898849487,0.23304696381092072,0.24931830167770386,-0.016271337866783142,0.21081772446632385,0.23769065737724304,-0.02687293291091919
pattern,/content/deepfashion_data/img_highres/Heathered_Dolman_Tee/img_00000011.jpg,less_curated,graphic,0.23832367360591888,0.22159618139266968,0.016727492213249207,0.2345438003540039,0.22005552053451538,0.014488279819488525,0.23041477799415588,0.21971890330314636,0.010695874691009521
pattern,/content/deepfashion_data/img_highres/Stripe-Pocket_Tank/img_00000016.jpg,catalog_like,striped,0.28216060996055603,0.25046002864837646,0.031700581312179565,0.2761259973049164,0.27870720624923706,-0.0025812089443206787,0.19226007163524628,0.27858519554138184,-0.08632512390613556
pattern,/content/deepfashion_data/img_highres/Surplice_Floral_Wrap_Dress/img_00000003.jpg,less_curated,floral,0.30170536041259766,0.25027337670326233,0.05143198370933533,0.30270063877105713,0.29266923666000366,0.010031402111053467,0.23327350616455078,0.2688710391521454,-0.035597532987594604
