task,image_path,style_split,ground_truth,correct_style_correct_score,correct_style_max_wrong_score,correct_style_margin,near_miss_correct_score,near_miss_max_wrong_score,near_miss_margin,wrong_style_correct_score,wrong_style_max_wrong_score,wrong_style_margin
material,/content/deepfashion_data/img_highres/Plaid_Pocket_Tee/img_00000023.jpg,less_curated,cotton,0.24892252683639526,0.26016491651535034,-0.011242389678955078,0.2691301107406616,0.27969834208488464,-0.010568231344223022,0.24491828680038452,0.26696115732192993,-0.02204287052154541
material,/content/deepfashion_data/img_highres/Watercolor_Halter_Romper/img_00000038.jpg,less_curated,chiffon,0.258937805891037,0.23386146128177643,0.02507634460926056,0.2126806080341339,0.25746026635169983,-0.04477965831756592,0.23086604475975037,0.3014638423919678,-0.07059779763221741
material,/content/deepfashion_data/img_highres/Mesh-Textured_Workout_Capri_Leggings/img_00000042.jpg,less_curated,cotton,0.2335473746061325,0.23297615349292755,0.0005712211132049561,0.2489110380411148,0.24539528787136078,0.0035157501697540283,0.25170135498046875,0.260936439037323,-0.009235084056854248
material,/content/deepfashion_data/img_highres/Collarless_Marled_Cardigan/img_00000019.jpg,catalog_like,cotton,0.22950057685375214,0.2559538185596466,-0.02645324170589447,0.24989910423755646,0.2586444020271301,-0.00874529778957367,0.23928090929985046,0.23809000849723816,0.0011909008026123047
material,/content/deepfashion_data/img_highres/Slub_Knit_Capri_Joggers/img_00000032.jpg,less_curated,cotton,0.2295389175415039,0.23063728213310242,-0.0010983645915985107,0.25232166051864624,0.27222591638565063,-0.019904255867004395,0.25950026512145996,0.2678036391735077,-0.00830337405204773
material,/content/deepfashion_data/img_highres/Classic_Turtleneck_Sweater/img_00000018.jpg,less_curated,knit,0.273244172334671,0.2579263150691986,0.015317857265472412,0.24863854050636292,0.26676613092422485,-0.01812759041786194,0.23205842077732086,0.24441441893577576,-0.012355998158454895
material,/content/deepfashion_data/img_highres/Chevron-Striped_Maxi_Dress/img_00000039.jpg,less_curated,cotton,0.24120064079761505,0.2622208595275879,-0.02102021872997284,0.2508329153060913,0.2527204155921936,-0.001887500286102295,0.23879289627075195,0.26910752058029175,-0.030314624309539795
material,/content/deepfashion_data/img_highres/Colorblock_Tie-Dye_Tank/img_00000022.jpg,less_curated,cotton,0.2486780881881714,0.25954189896583557,-0.010863810777664185,0.2677873969078064,0.26215678453445435,0.005630612373352051,0.28806641697883606,0.2521904408931732,0.03587597608566284
material,/content/deepfashion_data/img_highres/High-Waisted_Yoga_Shorts/img_00000006.jpg,less_curated,cotton,0.2376057505607605,0.24584078788757324,-0.008235037326812744,0.26383236050605774,0.2540595233440399,0.009772837162017822,0.2621762454509735,0.24699024856090546,0.015185996890068054
material,/content/deepfashion_data/img_highres/Boxy_Striped_Crop_Top/img_00000008.jpg,catalog_like,cotton,0.23522070050239563,0.2413225919008255,-0.006101891398429871,0.24889002740383148,0.2509438395500183,-0.0020538121461868286,0.24609977006912231,0.2683519124984741,-0.022252142429351807
material,/content/deepfashion_data/img_highres/Side_Vent_Heathered_Tank/img_00000006.jpg,catalog_like,cotton,0.2677937150001526,0.2706820070743561,-0.002888292074203491,0.28319600224494934,0.265872061252594,0.017323940992355347,0.2921254336833954,0.24997253715991974,0.04215289652347565
material,/content/deepfashion_data/img_highres/Reason_Zip_Pocket_Joggers/img_00000021.jpg,less_curated,cotton,0.25278332829475403,0.24593135714530945,0.00685197114944458,0.26498299837112427,0.26427161693573,0.0007113814353942871,0.23923686146736145,0.26116079092025757,-0.021923929452896118
material,/content/deepfashion_data/img_highres/Layered_Crepe_Blouse/img_00000060.jpg,catalog_like,cotton,0.23928312957286835,0.24965450167655945,-0.010371372103691101,0.2670675218105316,0.25926727056503296,0.007800251245498657,0.2844032049179077,0.24107405543327332,0.0433291494846344
material,/content/deepfashion_data/img_highres/Paisley_Print_Shorts/img_00000071.jpg,less_curated,cotton,0.2225775271654129,0.23409071564674377,-0.011513188481330872,0.23346851766109467,0.24732938408851624,-0.01386086642742157,0.26526275277137756,0.24419371783733368,0.021069034934043884
